asset,mfi_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
btc,6,0.3851028969419681,1.019466393543103,1.1526884848278962,1.2982614073234409,0.7842961809669137,0.5134211545944041,0.5250338294993234,1.2982614073234409,0.3949853112632196,2217
xrp,7,0.4056159082065227,0.7953765857932297,0.9940861236665401,1.2994992413418138,0.8631739409137901,0.6838151498721264,0.4871977240398293,1.2994992413418138,0.7421030846451422,1406
eth,7,0.34818404758060395,0.8411984473465767,0.883464749764196,1.2360985017420965,0.7300785479914692,0.5941373692501531,0.5048046124279308,1.2360985017420965,0.5156535288645269,1561
algo,7,-0.2958847497948285,0.2820444677110599,0.3346312113778328,1.07433245314792,0.21995249054595906,0.890163976197465,0.49659284497444633,1.07433245314792,0.6941947315893,1174
vet,7,0.44824857675850205,0.8817620695328695,1.095034680765009,1.2452209592812744,0.8104874518996692,0.7205788595930224,0.5029542097488922,1.2452209592812744,0.6623330079436442,1354
atom,7,1.0401100508476846,0.44602651857956294,0.5440118454127703,1.1154843351134698,0.3359677707430215,0.9112812026410684,0.48200312989045385,1.1154843351134698,0.6864190836597663,1278
pol,7,-0.23956503609641466,0.058833596956505654,0.06393715867442346,1.01438560322851,0.04532807390511645,0.6540403481431586,0.4955223880597015,1.01438560322851,0.5039023750235446,335
tao,7,0.5523771713333256,0.9644513565534318,1.3161206974865591,1.2662509411683527,1.083456339671832,0.6288212079132325,0.49032258064516127,1.2662509411683527,0.7064123240682548,465
ltc,7,0.3452976370817129,0.7621175399899447,0.9511649482228743,1.2424278739523043,0.6842050924255199,0.7276749031506985,0.4912037037037037,1.2424278739523043,0.6532835792921442,2160
xlm,7,0.4694634477668769,0.8573405919959088,1.1563278672296402,1.3059474290153419,0.7133947805398673,0.8751611055596571,0.4985358711566618,1.3059474290153419,0.7282232646704525,1366
avax,7,0.6768507199749072,1.020276250992675,1.3652829619763867,1.3073640083996134,1.0455145767518517,0.7827687682452892,0.5117948717948718,1.3073640083996134,0.8021319291028144,975
link,7,0.6331174129097088,1.0118378312146186,1.4238538804867555,1.2732418902441969,0.965901508243736,0.7852433986115986,0.5044776119402985,1.2732418902441969,0.7495942132811038,1675
ada,7,0.8001204614642536,1.041760364712821,1.650424547693367,1.3911658994712213,1.232699113998144,0.711931326897908,0.5074821080026025,1.3911658994712213,0.8424174557039312,1537
trx,7,0.6959665388324905,0.9380459754997348,1.4722468629992294,1.4386086615792493,1.2316173509634833,0.6800246460304455,0.5227864583333334,1.4386086615792493,0.8928455267746465,1536
sui,7,0.7218298488631343,0.5474695601547671,0.8759980617946516,1.1388227015241412,0.5488977469678221,0.6191358864200576,0.44907407407407407,1.1388227015241412,0.6207510295674213,432
sol,7,0.7756173927756489,1.1218503689766237,1.4472416964374923,1.3121288312000605,1.1398234183981926,0.7611848216338164,0.4929453262786596,1.3121288312000605,0.7733796854021927,1134
bnb,7,0.5531006438945631,0.997097227466626,1.2686420248511332,1.3203713217228743,0.8514382479812684,0.7308401929293675,0.5125229077580941,1.3203713217228743,0.6240768465509557,1637
btc,7,0.32397199251927766,0.9054502706048756,1.004480568162796,1.260148330242276,0.520447007727974,0.6872392975341897,0.5256468452110759,1.260148330242276,0.39502074007422344,2203
xrp,8,0.45655790222261294,0.8492641981384701,1.1162771721788496,1.314107650326897,0.9052340252704836,0.665159674822639,0.49258997882851097,1.314107650326897,0.7089962949187323,1417
eth,8,0.30269809122684177,0.7673661007473116,0.8006338314016991,1.2126806025935557,0.6763278147651138,0.6028629156210197,0.5104761904761905,1.2126806025935557,0.5313408527270259,1575
algo,8,-0.5455075059006447,0.2203205704166183,0.25959360074007387,1.0572488111160938,0.1740426349390695,0.8915193939460695,0.4987572493786247,1.0572488111160938,0.7042573652031209,1207
vet,8,0.28671835398936096,0.7034610225612293,0.8605558160469745,1.1896688757785832,0.5958265970184434,0.7939603978214266,0.49963689179375453,1.1896688757785832,0.6724789388884367,1377
atom,8,0.16382903483643618,0.5591280317985303,0.681492403836036,1.1467714689639024,0.5035618251662808,0.7717071629693529,0.49226006191950467,1.1467714689639024,0.6950148183927296,1292
pol,8,-0.21988238174673858,0.08590918184730509,0.08869282373612494,1.0212122067136793,0.07546532233320115,0.5834620183083519,0.5103244837758112,1.0212122067136793,0.5125313538555264,339
tao,8,1.520661786333088,0.6913719398881112,0.9358869604727649,1.185699668837931,0.681545428592331,0.6959273665347887,0.4669603524229075,1.185699668837931,0.6860361086839083,454
